text,Sentiment,Project_Status
['Uhuru Kenyatta ’ _ deputy was busy going around _ country launching _ _ an _ that _ largely seen _ … _: / / _. co / _'],0,0
"['Govt allocates Sh310bn to complete infrastructural projects: NAIROBI, Kenya June 10 - The governing suffer adjust away … https: / / tetraiodothyronine. co / 2bybgVKlqN']",1,0
['_ _ _ _ launched or mentioned _ the Madaraka period are owned _ or _ _ serve Kisumu county … https: / / t. _ / JhYrJKa3Jz'],0,0
['President Uhuru Kenya start an challenging project call the Republic of kenya Affordable Housing Undertaking. Through this projec … https: / / thymine. co / xnA3SSRSqo'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Task Got a nod from HE t … https: / / deoxythymidine monophosphate. co / LcKCZflqiz'],1,0
['Uhuru _ ’ s _ _ busy going around _ country _ _ in an _ that _ largely seen as … _: / / t. _ / s7HjfPpzbv'],0,0
"[""One _ _ Uhuru Kenyatta ' s _ _, the _ _, taking _ day by day _: / / t. co / _""]",1,0
"[""One of Chief executive Uhuru Kenyatta ' s mega projects, the Nairobi Expressway, take form day by twenty four hours http: / / t. conscientious objector / ebz4wLy1cH""]",1,0
['United states president Uhuru Kenya go an ambitious project called the Kenya Affordable Housing Task. Through this projec … hypertext transfer protocol: / / t. cobalt / xnA3SSRSqo'],1,0
"['Govt allocates Sh310bn to discharge infrastructural project: capital of kenya, Kenya June 10 - The government get set apart … http: / / deoxythymidine monophosphate. co / 2bybgVKlqN']",1,0
['@ J_Ladiva @ Riverlineridges @ _ @ StateHouseKenya # _ _ _ Got a nod _ HE _ … _: / / _. _ / LcKCZflqiz'],1,0
"[""_ of President Uhuru Kenyatta ' _ _ projects, the _ Expressway, _ shape _ _ day _: / / t. co / _""]",1,0
['Chief executive Uhuru Kenya set off an challenging project shout out the Republic of kenya Affordable Housing Project. Done this projec … https: / / t. co / xnA3SSRSqo'],1,0
"['Govt _ _ to complete infrastructural projects: _, Kenya June _ - _ government has _ _ … https: / / _. _ / 2bybgVKlqN']",1,0
"['Govt allocates Sh310bn to complete infrastructural labor: capital of kenya, Kenya June decade - The government has set away … hypertext transfer protocol: / / thymine. atomic number 27 / 2bybgVKlqN']",1,0
['None of the projects launched or mentioned during the Madaraka period are owned by beaver state intend to serve Kisumu county … http: / / tetraiodothyronine. co / JhYrJKa3Jz'],0,0
"[""One of President Uhuru Kenyatta ' randomness mega projects, the Capital of kenya Expressway, take shape day by solar day hypertext transfer protocol: / / t. cobalt / ebz4wLy1cH""]",1,0
['None of the projects launched or mentioned during the Madaraka period _ _ _ _ _ _ _ Kisumu county … https: / / _. _ / JhYrJKa3Jz'],0,0
['@ J_Ladiva @ Riverlineridges @ _ @ _ # _ the _ _ a nod _ HE _ _ https: / / _. co / LcKCZflqiz'],1,0
"[""One _ President _ _ ' _ _ projects, the _ _, taking shape day by day https: / / _. co / _""]",1,0
['President _ Kenya _ _ ambitious project _ _ Kenya _ _ _. Through this projec … https: / / t. _ / xnA3SSRSqo'],1,0
['Chief executive Uhuru Republic of kenya start an ambitious undertaking called the Republic of kenya Affordable Lodging Project. Through with this projec … https: / / t. cobalt / xnA3SSRSqo'],1,0
"[""ODM _ _ Odinga ' s project launched _ madaraka _ _ a fevour but in alignment _ 2013 _ counties contri _ https: / / _. _ / 3HV17xUeTU""]",1,0
['_ of the projects _ _ mentioned during the Madaraka period _ owned by _ _ _ serve _ county _ https: / / t. co / JhYrJKa3Jz'],0,0
['@ J_Ladiva @ Riverlineridges @ _ @ _ # _ the _ Got _ _ _ HE _ … _: / / t. co / LcKCZflqiz'],1,0
['None _ _ projects _ or mentioned during the Madaraka _ _ _ by or _ to serve _ _ … https: / / t. co / JhYrJKa3Jz'],0,0
"[""One of Chair Uhuru Kenyatta ' s mega projects, the Nairobi Throughway, taking shape sidereal day by day http: / / t. co / ebz4wLy1cH""]",1,0
['Uhuru Kenyatta ’ s _ was busy going _ _ _ launching projects in an effort that _ _ _ _ _ https: / / t. co / _'],0,0
['President _ Kenya _ an ambitious _ _ the Kenya Affordable Housing _. _ this projec … https: / / _. _ / _'],1,0
['@ J_Ladiva @ _ @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE _ _ _ a _ _ _ _ _ https: / / t. co / LcKCZflqiz'],1,0
"[""One of President Uhuru Kenyatta ' sec mega projection, the Nairobi Expressway, take form 24 hour interval by day hypertext transfer protocol: / / metric ton. co / ebz4wLy1cH""]",1,0
['None of the projects launched or mention during the Madaraka catamenia are owned by surgery meant to assist Kisumu county … http: / / tetraiodothyronine. co / JhYrJKa3Jz'],0,0
['_ of the projects launched or _ during _ _ _ _ owned by _ meant _ serve Kisumu county _ https: / / t. co / JhYrJKa3Jz'],0,0
"[""One of _ _ Kenyatta ' _ _ _, the Nairobi Expressway, taking _ day by _ https: / / t. _ / _""]",1,0
['Uhuru Kenyatta ’ s deputy was in use going around the country launch project in an sweat that was largely interpret as … hypertext transfer protocol: / / t. co / s7HjfPpzbv'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Task Got a nod from helium t … hypertext transfer protocol: / / t. carbon monoxide / LcKCZflqiz'],1,0
['Uhuru _ _ s _ was busy going _ _ country launching _ in an effort that _ largely seen as _ _: / / _. co / s7HjfPpzbv'],0,0
['None of the projects found or mention during the Madaraka full point represent owned by or meant to serve Kisumu county … https: / / t. atomic number 27 / JhYrJKa3Jz'],0,0
['Uhuru Kenyatta _ s deputy was busy going around the _ launching projects _ _ _ _ was _ seen _ _ https: / / t. co / _'],0,0
"[""ODM Leader Raila Odinga ' sulfur project launch on madaraka day not a fevour just in alignment of 2013 on county contri … https: / / t. conscientious objector / 3HV17xUeTU""]",1,0
"[""_ Leader _ Odinga ' _ project launched on madaraka day not a fevour _ in _ of 2013 _ _ contri … https: / / _. _ / _""]",1,0
"['Govt allocates Sh310bn to complete infrastructural undertaking: NAIROBI, Republic of kenya June 10 - The authorities consume ready aside … https: / / t. colorado / 2bybgVKlqN']",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Task Got a nod from helium t … https: / / tonne. carbon monoxide gas / LcKCZflqiz'],1,0
['@ _ @ _ @ _ @ _ # _ the _ _ a _ from HE t … https: / / t. co / _'],1,0
['Uhuru Kenyatta ’ s lieutenant was engaged go around the country launching projects in an effort that be largely seen as … https: / / thyroxine. co / s7HjfPpzbv'],0,0
"[""ODM Leader Raila Odinga ' s project found on madaraka day not a fevour but in alinement of 2013 on counties contri … hypertext transfer protocol: / / t. atomic number 27 / 3HV17xUeTU""]",1,0
['None of the labor launch or bring up during the Madaraka period be owned by or meant to serve Kisumu county … https: / / mt. co / JhYrJKa3Jz'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from HE t … https: / / metric ton. carbon monoxide gas / LcKCZflqiz'],1,0
['_ of the _ _ _ mentioned during the _ period are owned by or meant to _ Kisumu county _ _: / / t. _ / JhYrJKa3Jz'],0,0
['None of the projects launched operating theatre mentioned during the Madaraka catamenia are possess by or have in mind to serve Kisumu county … https: / / t. centennial state / JhYrJKa3Jz'],0,0
['None of the project launched or cite during the Madaraka menses are owned by operating theatre meant to serve Kisumu county … http: / / t. atomic number 27 / JhYrJKa3Jz'],0,0
"[""One of United states president Uhuru Kenyatta ' south mega project, the Capital of kenya Expressway, have shape sidereal day by day hypertext transfer protocol: / / mt. co / ebz4wLy1cH""]",1,0
['Prexy Uhuru Kenya started an ambitious project foretell the Republic of kenya Affordable Living accommodations Projection. Through with this projec … http: / / t. co / xnA3SSRSqo'],1,0
['@ J_Ladiva @ Riverlineridges @ _ @ _ # RiverlineRidgesRuiruKE the _ Got a _ _ _ _ … https: / / _. co / _'],1,0
['President _ Kenya started an ambitious project called _ _ _ _ Project. _ _ projec … _: / / t. _ / xnA3SSRSqo'],1,0
"['Govt allocate Sh310bn to finish infrastructural projects: capital of kenya, Republic of kenya June x - The authorities has set by … https: / / t. co / 2bybgVKlqN']",1,0
"[""ODM _ _ Odinga ' s project launched _ _ day _ a fevour but in alignment _ _ _ _ contri _ https: / / t. co / 3HV17xUeTU""]",1,0
